id,center,fy,sic,naics,state,sales,employees,plant_area,products,produnits,prodlevel,prodhours,recc_count_recc,ec_plant_cost,ec_plant_usage,ed_plant_cost,ed_plant_usage,ef_plant_cost,e2_plant_cost,e2_plant_usage,e3_plant_cost,e3_plant_usage,e4_plant_cost,e4_plant_usage,e5_plant_cost,e5_plant_usage,e6_plant_cost,e6_plant_usage,e7_plant_cost,e7_plant_usage,e8_plant_cost,e8_plant_usage,e9_plant_cost,e9_plant_usage,e10_plant_cost,e10_plant_usage,e11_plant_cost,e11_plant_usage,e12_plant_cost,e12_plant_usage,w0_plant_cost,w0_plant_usage,w1_plant_cost,w1_plant_usage,w2_plant_cost,w2_plant_usage,w3_plant_cost,w3_plant_usage,w4_plant_cost,w4_plant_usage,w5_plant_cost,w5_plant_usage,w6_plant_cost,w6_plant_usage
AM0713,AM,2016,3274,327410,TX,20000000,70,100000,"Quicklime, dolime",3,40000,8760,5,687068,18617000,303836,48928,3277,785500,279764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0714,AM,2016,2653,322211,TX,37000000,100,194000,Corrugated boxes,6,360291,4242,9,115108,2344480,85751,8146,12224,19009,3014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0715,AM,2016,3674,334413,TX,100000000,410,188180,Solar panels,1,569492,8688,8,1868635,32214470,541759,56623,183694,63010,9896,,,,,,,,,,,,,,,,,,,,,429912,48392,,,,,,,,,,,,
AM0716,AM,2016,3949,339920,TX,30000000,74,70000,"Drag parachutes, helmets, and other racing products",1,4000,2884,5,38147,745080,16436,2910,2161,,,,,,,,,,,,,,,,,,,,,,,5156,829,691,829,,,,,,,,,,
AM0717,AM,2016,2048,311119,TX,15000000,42,65000,Livestock Feed,,228000,6712,8,223238,3495566,33782,9632,2871,47746,10066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0718,AM,2016,2821,325211,TX,400000000,106,7400000,Polypropylene,,398000,8760,5,5997833,142228866,1283873,171462,7152,1333363,460493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0719,AM,2016,2542,337127,TX,27000000,150,160000,Plastic laminated wall systems and institutional furniture,1,150000,3392,8,78815,1907800,61309,6788,5209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0720,AM,2016,2653,322211,TX,60000000,120,300000,Corrugated shipping containers and boxes,3,96000,7224,9,581641,8468160,110253,18249,33607,343059,66939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0721,AM,2016,3499,332991,TX,60000000,200,88618,Corrugated expansion joints for pressure piping applications,3,3338,4500,7,78983,1544480,28149,4959,4886,24323,4030,,,,,,,,,,,,,,,,,,,,,7824,981,,,,,,,,,,,,
AM0722,AM,2017,3494,332919,TX,83000000,617,308000,Pipe spools,,100000,8424,6,373727,9744000,221805,20522,14223,10273,1718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0723,AM,2017,2086,312111,TX,55000000,82,180000,Carbonated beverages,,20600000,4772,10,218858,6153846,154147,20216,12335,82431,24693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0724,AM,2017,3085,326160,TX,60000000,60,200000,HDPE Blow molded containers,2,16400000,6072,8,209727,5093969,100140,11150,6794,8010,1421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0725,AM,2017,3231,327215,TX,28000000,60,80000,Reflective glass beads,3,80000,8736,8,581745,12137390,101200,23109,9914,1674197,448976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0726,AM,2017,3714,336390,TX,50000000,450,242000,Plastic injection molded automotive parts,2,50000000,7248,7,1122922,20797631,629916,39760,103693,682,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000,150000,,,,
AM0727,AM,2017,2048,311119,TX,40000000,47,65000,Animal Feed Products,3,110000,6384,8,209734,3143127,62499,9915,132,53042,9331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0728,AM,2017,2491,321114,TX,15000000,55,123000,Pressure treated lumber,6,240000,6048,10,74295,1236964,59269,3922,10427,13688,1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0729,AM,2017,3625,335314,TX,30000000,109,78000,Mechanical cable controls and pedals for industrial applications,1,12000000,2008,6,88082,1659146,57438,5093,3825,1824,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0730,AM,2017,2013,311613,TX,6500000,49,14700,"Smoked link sausages, bacon, and smoked hams",2,3500000,2032,4,86811,1245312,18701,3128,,,,32250,3623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0731,AM,2017,3324,331512,TX,4000000,50,43000,Investment castings,2,750000,4335,7,226120,2303345,17155,8572,600,52351,14628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0732,AM,2017,2026,311511,TX,53000000,198,115000,"Milk, tea, juices",5,56000,7440,4,532890,16920558,301157,32471,24633,124798,34037,,,,,,,,,,,,,,,,,,,,,540740,94563,228329,77599,,,,,,,,,,
AM0733,AM,2017,2086,311421,TX,80000000,200,1424000,"Carbonated beverages, fruit juice, tea",,18000000,7440,7,436738,6376880,112956,17161,17938,135625,27583,,,,,,,,,,,,,,,,,,,,,399394,105281,532862,105281,,,,,,,,,,
AM0734,AM,2017,2819,325180,TX,100000000,169,100000,Industrial chemicals,2,400000000,8760,6,1492030,51624000,604948,72690,23240,2143103,844500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0735,AM,2017,3531,333923,TX,25000000,66,100000,Trenchers,,12,2500,8,51946,1206100,54190,5412,667,,,8493,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0736,AM,2017,3089,326199,TX,6000000,35,40000,Custom molded plastics,,1500000,6048,9,62400,638000,4130,2060,,60000,9193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0737,AM,2017,2099,311830,TX,21000000,95,95000,Tortillas,2,22000000,3096,9,120593,2114100,53753,5948,262,196250,45826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0738,AM,2017,3482,332992,TX,50000000,125,743000,Munitions,1,23000000,2079,5,318528,5618462,126502,20811,,254258,46383,,,,,,,,,,,,,,,,,,,,,13414,9582,25530,3908,,,,,,,,,,
AM0739,AM,2017,2421,321113,TX,50000000,68,100000,Processed lumber,6,30000,2636,8,119669,2413330,83299,10070,315,67274,15918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0740,AM,2017,2048,311119,TX,40000000,40,40000,Feed processing,,100000,6588,7,189756,5509380,111444,13047,15352,206631,52220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0741,AM,2017,3446,332323,TX,35000000,300,112000,Structural steel fabrication,2,2400000,6688,4,92245,1548152,35525,5285,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0742,AM,2018,3585,336390,TX,25000000,150,41000,Automotive air conditioning units,,23000,2259,5,70418,964032,29876,3860,868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0743,AM,2018,2086,311520,TX,50000000,180,100000,Milk and dairy products,5,41800,4960,8,551202,9534329,229076,28936,17195,145223,40828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0744,AM,2018,2421,321113,TX,135000000,420,125000,Processed lumber,6,2000,7748,9,286116,4628400,80500,13362,769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0745,AM,2018,2015,311615,TX,100000000,1100,125000,Poultry Processing,1,68000000,6192,9,1750429,57008433,732100,89993,3282,443790,118570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0746,AM,2018,3069,326291,TX,17000000,71,100000,Molded rubber products,,2600000,6024,11,344258,6098227,104809,16412,15192,196892,28025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0747,AM,2018,2015,311615,TX,100000000,700,330000,Turkeys,2,140000000,5952,5,1139032,40599125,551697,76577,34250,342150,121991,,,,,,,,,,,,,,,,,,,,,644777,278380,867997,278380,,,,,,,,,,
AM0748,AM,2018,2891,325520,TX,60000000,220,190000,Tile grout,,250000000,6000,7,198363,3734563,87786,8867,12561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0749,AM,2018,2011,311611,TX,100000000,480,150000,Beef and pork processing,2,32000000,8640,8,914832,19848000,414924,45089,38502,184950,50376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0750,AM,2018,2531,321999,TX,10000000,80,120000,"Church furniture, pews, tables",6,70,2397,8,48963,894590,45305,5119,2697,6718,837,,,,,,,,,,,,,,,,,,,,,3064,22,1057,22,,,,,,,,,,
AM0751,AM,2018,3449,332114,TX,30000000,80,105000,Rebar fabrication and extruded cable,2,135000000,5985,8,110922,1740768,35772,6002,9466,401,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0752,AM,2018,3599,333132,TX,22000000,185,60000,Precision  machine parts,3,10000,7968,7,133800,2308680,51084,5326,,19257,2531,,,,,,,,,,,,,,,,,,,,,,,,,87100,130000,,,,,,,,
AM0753,AM,2018,3999,311111,TX,75000000,160,260000,Pet care products,1,84840000,4000,12,270218,4640673,129814,12952,11124,7535,872,,,,,,,,,,,,,,,,,,,,,7632,1761,7888,1761,,,,,,,,,,
AM0754,AM,2018,3231,327215,TX,19000000,27,70000,glass beads,2,46000000,8160,8,68725,1451324,23459,2687,1400,1339991,421645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0755,AM,2018,3599,339999,TX,18000000,125,50000,Wheelchair accessories,1,1500000,6024,8,95535,939696,6494,3243,,,,,,,,,,,,,,,,,,,,,,,,5419,775,5820,775,,,,,,,,,,
AM0756,AM,2018,3446,332323,TX,50000000,75,100000,Structural steel fabrication,3,20156,6864,8,78624,1876064,39986,4886,13713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0757,AM,2018,2086,312111,TX,350000000,110,372180,Carbonated beverages,,23000000,4912,7,436826,10592040,252283,30450,33273,135923,33514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0758,AM,2018,3479,332812,TX,6000000,40,30000,Nameplates & labels,1,4500000,2150,7,27680,570000,22335,2608,1519,11133,1503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0759,AM,2018,3533,333132,TX,20000000,100,80000,Screen products for the oil and gas industry,,371000,7080,8,45365,958080,22853,3687,3007,1581,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0760,AM,2018,3533,333132,TX,20000000,80,21000,separators and pressure vessels,,100,6060,6,52964,1151342,38817,5333,-1593,2849,243,,,,,,,,,,,,,,,,,,,,,1587,72.72,,,,,,,,,,,,
AM0761,AM,2018,3441,332312,TX,35000000,125,57000,Aluminum roof covers,,500,8496,8,92908,1582848,24978,3664,1831,268,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0762,AM,2018,3448,332311,TX,75000000,325,270000,Pre-fabricated metal buildings,3,50000,7560,8,150574,2947532,76162,11078,1902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0763,AM,2018,3317,331210,TX,85000000,175,100000,Tubing and pipe,3,308000,8760,9,710663,15068830,391715,26218,2575,867515,304646,,,,,,,,,,,,,,,,,,,,,,,60000,225000,,,,,,,,,,
AM0764,AM,2018,2657,322212,TX,18000000,130,110000,Cartons,,62000000,4554,9,63756,1746642,89907,8687,19787,,,,,,,,,,,,,,,,,,,,,,,,,16900,33800,,,,,,,,,,
AM0765,AM,2018,3211,327211,TX,27569000,85,76487,foamglass insulation,6,17170,7899,6,342148,8530662,202959,20457,1987,288463,78591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0766,AM,2018,3053,339991,TX,12000000,40,70000,Compressor rings and gaskets,2,500000,2380,6,86209,2045221,64679,5499,3254,40288,5026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0767,AM,2018,3492,332912,TX,75000000,200,200000,Bronze valves and fittings,2,3000000,4032,6,433348,13073422,246970,38638,15546,61667,12440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128000,1535000,,,,
AM0768,AM,2018,3446,331511,TX,50000000,110,134700,Steel gratings,2,58000000,6165,8,181063,4201095,85964,14389,19666,38304,5106,,,,,,,,,,,,,,,,,,,,,3414,923,12249,923,,,,,,,,,,
AM0769,AM,2018,3496,332114,TX,42000000,82,80000,extruded cables,6,76000,6512,9,57284,962400,19978,2004,8713,1311,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0770,AM,2018,3357,331420,TX,80000000,85,130000,electrical copper wire and cable,2,20000000,6672,11,266534,4854524,140502,16531,10863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0771,AM,2019,3471,332813,TX,5000000,135,35000,metal finishing,2,500000,4398,7,57017,1142553,27274,4496,5875,71950,15350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0772,AM,2019,3491,332911,TX,12000000,150,120000,"High temperature gate, goggle, and butterfly valves",,250,4725,9,91320,1943040,48462,6336,6796,24634,3303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0773,AM,2019,3443,332313,TX,10000000,200,195000,Intermediate bulk containers,,10650,2416,8,54221,1437089,48094,5773,4082,26060,3098,,,,,,,,,,,,,,,,,,,,,,,44685,406226,,,,,,,,,,
AM0774,AM,2019,2952,324122,TX,50000000,216,233000,"roofing shingles, asphalt products",3,220000000,6624,8,581692,18384836,336613,37819,30710,888279,264697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133950,1140000,,,,
AM0775,AM,2019,2653,322211,TX,75000000,100,162400,Corrugated sheets,6,2100,7320,8,198944,4876544,109609,12804,7125,265348,93333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0776,AM,2019,3081,326113,TX,160000000,223,365000,Polyethylene film and bags,2,120000000,8712,6,1157565,38077815,547184,69696,42336,57155,8243,,,,,,,,,,,,,,,,,,,,,15596,2046.5,,,,,,,,,,,,
AM0777,AM,2019,3498,332996,TX,25000000,70,125000,Pipe and couplings,1,425600,6200,8,154869,1843680,13751,4584,2586,65479,4158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0778,AM,2019,3053,339991,TX,70000000,110,65000,Mechanical seals,1,8750,5024,6,53753,1159680,24785,3910,4804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0779,AM,2019,3621,335312,TX,260000000,260,481000,Motors and control systems,1,325,4416,8,638547,15467372,261017,35467,20337,21616,6511,,,,,,,,,,,,,,,,,,,,,,,2500,4100,,,,,,,,,,
AM0780,AM,2019,3089,326199,TX,60000000,120,108000,Custom plastic parts,2,10000000,2580,6,152377,1587760,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,12000,,,,,14400,24000,,,,
AM0781,AM,2019,2821,326121,TX,15000000,50,64000,"Thermoplastic extruded stock rods, plates, and tubes.  Injection molded ",2,60000,5976,5,77834.88,1743360,30333.3,4802,252.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0782,AM,2019,2086,312111,TX,400000000,200,360000,Carbonated beverages,,16000000,8760,7,1049699,14454131,216700,32465,55756,145664,32402,,,,,,,,,,,,,,,,,,,,,793644,107854,,,,,,,,,,,,
AM0783,AM,2019,3089,326199,TX,13500000,108,39700,Fiberglass tanks,,1658,2966,8,58285,783838,14684,2964,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0784,AM,2019,2653,322211,TX,90000000,120,250000,Corrugated sheets and containers,,1250000000,6600,6,316412,8014243,168761,19448,10693,198147,52590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0785,AM,2019,3452,332722,TX,50000000,165,205000,Building fasteners and closures,1,9600000000,3980,9,276202,7383130,240365,27699,47840,10765,1486,,,,,,,,,,,,,,,,,,,,,,,,,99000,1800,,,,,,,,
AM0786,AM,2019,4953,221320,TX,80000,25,61600,Wastewater Treatment,5,700800,8760,5,99834.64,1975388,39635.09,4840,5177.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0787,AM,2019,2631,322130,TX,78670000,95,170000,Clay coated and chip paperboard,,124000,8712,8,2338100.44,55519380,735222.09,97780,3140978,1927192,1280254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0788,AM,2019,3452,332722,TX,8000000,65,40000,Bolts and fasteners,3,40000,4520,6,106045,2040676,56534,9729,15436,70821,14537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0789,AM,2019,3498,331210,TX,10000000,67,93648,Butt weld pipe fittings,1,4000,4560,6,139746,3196984,80577,20695,6952,218043,52802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0790,AM,2019,4952,221320,TX,80000,3,3000,wastewater treatment plant,5,547500,8736,5,42513,825564,14645,1601,1877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0791,AM,2019,3089,326121,TX,45000000,150,108000,"Plastic containers, buckets, and material handling products",1,36000000,8664,7,1240810,18654404,327670,37998,47631,4996,1058,,,,,,,,,,,,,,,,,,,,,25152,6293,29904,6293,,,,,,,,,,
AM0792,AM,2019,3069,326299,TX,4500000,32,58300,Tire repair product packets,1,16800000,3698,5,65224,567974,,,2799,34198,4539,,,,,,,,,,,,,,,,,,,,,2891,6.296,1429,6.296,,,,,,,,,,
AM0793,AM,2019,3599,332710,TX,50000000,45,137000,"Investment casting, precision machining",1,18000,4124,7,409811.13,5839900,84918.66,15162,14838.68,8660,1514,,,,,,,,,,,,,,,,,,,,,17769,2194,,,,,,,,,,,,
AM0794,AM,2019,3272,327332,TX,10000000,84,117000,concrete utility poles,1,4500,4350,7,86031,1042944,25173,7799,5084,41773,6213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0795,AM,2019,2396,323113,TX,35000000,170,83000,Clothing,,350000,5928,5,65205,1546320,65179,5271,2697,1511,153.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0796,AM,2020,3053,326122,TX,30000000,124,75000,"PTFE polymer seals, rods, cylinders and sheets",2,200000,6192,8,290836,6197174,134743,16063,35209,19193,2501,,,,,,,,,,,,,,,,,,,,,35,5,,,,,,,,,,,,
AM0797,AM,2020,2086,312111,TX,10000000,200,310000,"Water, juice, and carbonated beverages",1,35600000,8592,9,734923,16303382,324982,37111,23532,256640,62285,,,,,,,,,,,,,,,,,,,,,35,5,,,,,,,,,,,,
AM0798,AM,2020,3411,332431,TX,137000000,163,350000,Aluminum beverage cans,1,2000000000,8688,8,1460363,45636370,880560,90967,160182,380043,106305,,,,,,,,,,,,,,,,,,,,,35,5,,,,,,,,,,,,
AM0799,AM,2020,2015,311615,TX,270000000,1000,180000,Poultry products,,65000000,6240,8,1138940.96,35176592,589620.65,78165,183779.37,301629,87175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0800,AM,2020,3443,332313,TX,15000000,52,73800,API tanks,1,1040,2192,6,57831,1293538,90480,8372,4296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23000,26000,,,,
AM0801,AM,2020,3324,331512,TX,15000000,65,36000,Metal investment castings,3,5000000,4536,6,251370,3003650,61194,10637,,131604,40924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0802,AM,2020,3494,332919,TX,14000000,80,85000,"Pipe fittings, threaded connectors, and pressure fittings",1,522000,2375,7,56958,739935,36110,5988,10575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0803,AM,2020,3069,326199,TX,10000000,70,60000,Extruded rubber products,2,30000000,7296,11,287987,6806477,147376,22568,12077,75667,14594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0804,AM,2020,3531,333120,TX,111000000,300,204000,Truck mounted aerial lift platforms,1,3500,4794,5,201721,4115115,104755,12741,24980,51740,9460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0805,AM,2020,3496,332618,TX,30000000,140,175000,"Wire mesh and plastic blocks for fencing, cooling tower components",2,5000000,8568,12,223543,4402422,124993,17091,9372,47787,8266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0806,AM,2020,3089,326199,TX,17000000,95,30000,Thermoplastics for medical and automotive applications,1,168000000,8760,9,361212,5549600,80328,9540,2560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0807,AM,2020,3089,326199,TX,25000000,110,157000,High density polyethylene plastic parts,,250526,8640,9,269449,3759324,73143,9450,2772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0808,AM,2020,4952,221320,TX,1300000,5,100000,Potable water,5,657000,8760,4,492660,7489800,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0809,AM,2020,3533,333132,TX,24000000,100,66000,Oil and gas equipment,,1560,2008,9,224351.54,4182507,125388.05,14025,25029.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0810,AM,2021,2421,321912,TX,26000000,30,52500,wood fiber products,6,66000,2224,6,34050,587310,35780,4924,-234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0811,AM,2021,3533,333132,TX,90000000,316,250000,Steel utility poles,3,15600,6192,6,684909,10413600,,,8161,132804,27237,,,,,,,,,,,,,,,,,,,,,14758,1636,,,,,,,,,,,,
AM0812,AM,2021,4952,221320,TX,1000000,30,50000,water,5,1095000,8760,7,43716,1182980,18364,2270,1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0813,AM,2021,3089,326199,TX,5000000,30,51516,Thermoformed plastics,3,1146,2000,6,59435,1248640,45299,4338,3635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0814,AM,2021,3646,335122,TX,19000000,75,220000,Lighting products,1,100000,2117,8,79805,2326200,66317,8354,18788,33920,5093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0815,AM,2021,4952,221320,TX,100000,2,100000,wastewater treatment,5,912500,8760,4,45294,1237463,33741,3085,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0816,AM,2021,3559,333249,TX,18000000,95,140000,Mixing and blending equipment,1,50000,4252,7,46667,1054900,42800,4448,7381,15558,3302,,,,,,,,,,,,,,,,,,,,,25469,3087.6,,,,,,,,,,,,
AM0817,AM,2021,3496,332618,TX,15000000,150,90000,Wire rope and slings,1,30000,2750,9,34141,792960,19297,3442,9194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0818,AM,2021,2026,311514,TX,250000000,470,350000,Dairy products,5,250000,8760,10,1527924,37822090,588002,77300,212832,755380,274100,,,,,,,,,,,,,,,,,,,,,1589760,227000,,,,,,,,,,,,
AM0819,AM,2021,3999,333318,TX,20000000,90,170000,Beauty salon equipment & furniture,1,28000,2277,6,69894,1096483,28993,4832,1473,7182,1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0820,AM,2021,2085,312140,TX,50000000,56,195000,Vodka,5,2400,5000,6,74651,1082796,9018,2668,10632,27454,3434,,,,,,,,,,,,,,,,,,,,,61644,4587,,,,,,,,,,,,
AM0821,AM,2021,3648,335129,TX,50000000,103,240000,LED light fixtures,1,200000,2100,6,153009,2389200,51327,8555,11829,46942,6138,,,,,,,,,,,,,,,,,,,,,11809,1097,10806,941,,,,,,,,,,
AM0822,AM,2021,3533,333132,TX,45000000,85,155000,Oil & Gas process equipment,1,400,4160,7,59593,1217520,72248,8121,797,31348,4609,,,,,,,,,,,,,,,,,,,,,9088,1118,,,,,,,,,,,,
AM0823,AM,2021,3089,326199,TX,50000000,150,650000,Plastic pellets,3,500000,8569,11,732000,24111000,221562,41436,83964,123446,23716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0824,AM,2021,3672,334418,TX,900000000,1600,343000,Automotive and industrial electronic controllers,1,17800000,8544,3,1882262,34262400,378693,53643,66761,8676,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0825,AM,2021,3462,332111,TX,40000000,100,150000,Steel forgings,1,7100000,4330,5,294350,8345273,218577,26731,31169,823236,258504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0826,AM,2021,4952,221320,TX,3000000,10,5000,Sanitized wastewater,5,2920,8760,4,114511,3098014,104579,8119,448,,,,,,,,,,,,,,,,,,,,,,,31766,12863,,,,,,,,,,,,
AM0827,AM,2021,3053,339991,TX,100000000,250,130000,"gaskets, bolts and hose assemblies",1,4000000,6000,4,262866,5086728,109836,11559,11460,18258,2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0828,AM,2021,4952,221320,TX,5000000,12,20000,Sanitized water,5,3285000,8760,6,287778,4140480,32779,9080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0829,AM,2021,3317,331210,TX,13000000,43,85000,Pipe and Pipe Fittings,6,106,2286,3,42024,840480,55894,9148,16717,53147,10715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0830,AM,2021,3728,336413,TX,100000000,604,120000,Aerospace wiring systems harnesses,1,38000,2192,5,146251,2551944,68318,6324,851,,,,,,,,,,,,,,,,,,,,,,,2217,372,2112,372,,,,,,,,,,
AM0831,AM,2021,4952,221320,TX,4000000,8,8850,Sanitized Waste Water,5,2737500,8760,3,77700,2173465,47117,5480,1603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0832,AM,2021,3087,325991,TX,108000000,55,46000,PVC powder,2,180000000,8568,5,489648,8377225,98961,23022,53830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0833,AM,2021,3053,339991,TX,35000000,104,28000,High Performance Molded Seals & Gaskets,1,660000,8056,8,158364.23,2521800,28405.8,4734,25498.3,,,,,,,,,,,,,,,,,,,,,,,1699,486,2218,486,,,,,,,,,,
AM0834,AM,2022,3369,331529,TX,5000000,25,64500,Non-ferrous castings,2,5000000,2072,6,25658,466449,42240,7411,1880,13922,1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0835,AM,2022,3312,331221,TX,62000000,79,185000,Finished and semi-finished metal parts,2,18000000,3129,7,51554,1310012,37272,4218,1776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0836,AM,2022,4952,221320,TX,7000000,5,30000,Sanitized water,5,2372000,8760,6,199607,5596357,159726,17914,4473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0837,AM,2022,3089,326121,TX,35000000,140,120000,Fiber-Reinforced Plastic,6,3500,4000,5,175210,3620217,83513,9758,2019,97447,24197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0838,AM,2022,2879,325320,TX,50000000,53,72670,Fungicides,2,15000000,8496,7,219010,5043700,75270,11400,33814,117056,42698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM0840,AM,2022,3493,332613,TX,15000000,90,100000,Industrial springs,1,25000,2574,10,76634,1677134,75936,10486,4739,111324,23282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
